SMILES,GENERIC_NAME,SYNONYMS
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Periciazine,10-(3-(4-Hydroxypiperidino)propyl)phenothiazine-2-carbonitrile; 2-Cyano-10-(3-(4-hydroxy-1-piperidyl)propyl)phenothiazine; 2-Cyano-10-(3-(4-hydroxypiperidino)propyl)phenothiazine; Cyano-3 ((hydroxy-4 piperidyl-1)-3 propyl)-10 phenothiazine; Periciazina; Periciazine; Périciazine; Periciazinum; Pericyazine; Piperocyanomazine; Propericiazine
CCCCCON=O,Amyl Nitrite,1-nitropentane; n-Amyl nitrite; n-pentyl nitrite; Nitramyl; pentyl nitrite
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],Erythrityl tetranitrate,"(2R*,3S)-rel-1,2,3,4-butanetetroltetranitrate; 1,2,3,4-Butanetetralyl tetranitrate; Eritrityl tetranitrate; Eritrityli tetranitras; Erythritol tetranitrate; Erythrityl tetranitrate; Erythrol tetranitrate; ETN; Meso-erythritol tetranitrate; Tetranitrate d'eritrityle; Tetranitrato de eritritilo; Tetranitrin; Tetranitrol"
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,Isopropamide,Isopropamide
O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,5-O-phosphono-α-D-ribofuranosyl diphosphate; 5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl 1-pyrophosphate; 5-Phosphoribosyl diphosphate; Phosphoribosyl pyrophosphate; Phosphoribosylpyrophosphate; PRib-PP; PRPP; α-D-ribofuranose 5-(dihydrogen phosphate) 1-(trihydrogen diphosphate)
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,Camphor,"(+)-bornan-2-one; (+)-Camphor; (1R,4R)-camphor; (1R)-(+)-camphor; (R)-(+)-camphor; (R)-camphor; Camphor (natural); Camphor D-form; Camphor oil; Camphor(D); Camphora; D-Camphor; Dextrocamphor; Natural camphor"
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,Pantothenic acid,(+)-Pantothenic acid; D-pantothenic acid; Pantothenate; Vitamin B5
CC(O)CO,Propylene glycol,"1,2-dihydroxypropane; 1,2-Propanediol; 1,2-Propylenglykol; 2-hydroxypropanol; isopropylene glycol; methyl glycol; methylethyl glycol; methylethylene glycol; monopropylene glycol; Propane-1,2-diol; Propylene glycol; α-propyleneglycol"
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-glucose,"aldehydo-D-glucose; Anhydrous dextrose; D-Glucose in linear form; D-glucose, anhydrous; D(+)-Glucose; Dextrose anhydrous; Dextrose, anhydrous; Glucose anhydrous; Glucose, anhydrous"
Cc1ncc(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)c(N)n1,Cocarboxylase,Cocarboxylase; Thiamine diphosphate; Thiamine pyrophosphate
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,Flufenamic acid,acide flufénamique; ácido flufenámico; Acidum flufenamicum; Flufenamic acid
CC(C)O,Isopropyl alcohol,2-Propanol; Alcohol isopropílico; Isopropanol; Isopropyl alcohol
Nc1ccc(C(=O)O)cc1,Aminobenzoic acid,1-Amino-4-carboxybenzene; 4-aminobenzoic acid; 4-Carboxyaniline; Aminobenzoic acid; p-Aminobenzoic acid; p-Carboxyaniline; p-Carboxyphenylamine; para-Aminobenzoic acid
NCCCC(=O)O,gamma-Aminobutyric acid,4-aminobutanoic acid; 4-aminobutyric acid; 4Abu; GABA; gamma-Aminobutyric acid; piperidic acid; piperidinic acid; γ-amino-n-butyric acid; γ-aminobutanoic acid; γ-Aminobuttersäure; γ-aminobutyric acid; ω-aminobutyric acid
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Cholic Acid,Cholic Acid
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,Fusidic acid,Acide fusidique; Acido fusidico; Acidum fusidicum; Fucidate; Fucidin acid; Fusidate; Fusidic acid; Fusidine; Ramycin
CCCCCCCCCCCC(=O)O,Lauric acid,1-undecanecarboxylic acid; ABL; C12 fatty acid; C12:0; Coconut oil fatty acids; DAO; Dodecanoic acid; Dodecoic acid; Dodecylcarboxylate; Dodecylic acid; Duodecyclic acid; Duodecylic acid; Laurinsäure; Laurostearic acid; n-dodecanoic acid; Undecane-1-carboxylic acid; Vulvic acid
O=C(O)CO,Glycolic acid,2-Hydroxyacetic acid; 2-Hydroxyethanoic acid; alpha-Hydroxyacetic acid; Glycollic acid; Hydroxyacetic acid; Hydroxyethanoic acid; α-hydroxyacetic acid
O=C1CC[C@@H](C(=O)O)N1,Pidolic acid,(−)-2-pyrrolidone-5-carboxylic acid; (S)-(−)-2-pyrrolidone-5-carboxylic acid; (S)-pyroglutamic acid; 5-L-oxoproline; 5-oxo-2-pyrrolidinecarboxylic acid; 5-oxo-L-proline; 5-Pyrrolidone-2-carboxylic acid; Glutimic acid; L-5-Pyrrolidone-2-carboxylic acid; L-pyroglutamic acid; L-pyrrolidone carboxylic acid; PCA; Pidolic acid; Pyroglutamic acid
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide,"Adenosine 5'-(trihydrogen pyrophosphate), 5'-5'-ester with riboflavine; adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate]; FAD; Flavin adenine dinucleotide; Flavin-Adenine Dinucleotide; Flavine adenine dinucleotide; Riboflavin 5'-(trihydrogen diphosphate), 5'-5'-ester with adenosine; Riboflavin 5'-adenosine diphosphate"
CC(=O)O,Acetic acid,"Acetic acid; Acetic acid, glacial; Aceticum acidum; acide acétique; ácido acético; Essigsäure; Ethanoat; Ethanoate; Ethanoic acid; Ethoic acid; Ethylic acid; Glacial acetic acid; HOAc; Methanecarboxylic acid; Vinegar"
CCCO,Propyl alcohol,1-propanol; 1-proponol; N-propanol; N-propyl alcohol; Propanol
CCCCCCCCCCCCCCCCCC(=O)O,Stearic acid,Acide octadécanoïque; Acide stéarique; C18:0; n-octadecanoic acid; Octadecanoic acid; Octadecansäure; Octadecoic acid; Oktadekansäure; Stearic acid; Stearinsäure
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,Oteracil,5-azaorotic acid; Allantoxanic acid; Oteracil; Oxonate; Oxonic Acid
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,Flavin mononucleotide,FMN; riboflavin 5'-(dihydrogen phosphate); riboflavin 5'-monophosphate; riboflavin 5'-phosphate; Riboflavin monophosphate; Riboflavin phosphate; Riboflavin-5-phosphate; riboflavine dihydrogen phosphate; Vitamin B2 (riboflavin-5-phosphate); Vitamin B2 phosphate
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,Glutathione disulfide,Glutathione disulphide; GSSG; Oxidized glutathione; Oxiglutatione
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Deoxycholic acid,"(3α,5β,12α)-3,12-dihydroxycholan-24-oic acid; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid; 7α-deoxycholic acid; Deoxycholate; Deoxycholic acid; Desoxycholic acid; Desoxycholsäure"
CCC(=O)O,Propanoic acid,Propionic acid
O=C(O)c1ccccc1,Benzoic acid,Benzoic acid
CCCCCCCCCCCCCCCC(=O)O,Palmitic Acid,1-hexyldecanoic acid; 1-Pentadecanecarboxylic acid; Hexadecanoate; Hexadecanoic acid; Hexadecoic acid; Hexadecylic acid; Hexaectylic acid; Palmitate; Palmitic Acid; Palmitinic acid; Palmitinsäure
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,Hexamidine,hexamidina; Hexamidine
C=O,Formaldehyde,Formaldehído; Formaldehyd; Formaldehyde; Formaldehyde solution; Formalin; Formic aldehyde; Formol; Methanal; Methyl aldehyde; Methylene oxide; Oxomethane; Oxomethylene; Oxymethylene; Paraform
O=P(O)(O)OP(=O)(O)O,Pyrophosphoric acid,acide diphosphorique; Diphosphoric acid; Diphosphorsäure; Pyrophosphorsäure
OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,Fructose,
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,Didecyldimethylammonium,Didecyl-dimethyl-ammonium; Didecyldimethylammonium cation; Didecyldimethylammonium ion; Didecyldimonium
CCCCCCCC/C=C/CCCCCCCC(=O)O,Oleic Acid,
O=C(O)CC(O)(CC(=O)O)C(=O)O,Citric acid,"2-hydroxy-1,2,3-propanetricarboxyic acid; 2-Hydroxytricarballylic acid; 3-carboxy-3-hydroxypentane-1,5-dioic acid; ácido cítrico; Acidum citricum; Anhydrous citric acid; Citric acid monoglyceride; Citric acid, anhydrous; Citric acid,anhydrous; Citronensäure"
N[C@@H](CSCC(=O)O)C(=O)O,Carbocisteine,(L)-2-Amino-3-(carboxymethylthio)propionic acid; (R)-S-(carboxymethyl)cysteine; carbocisteína; Carbocisteine; L-3-((carboxymethyl)thio)alanine; L-carbocysteine; S-(carboxymethyl)-(R)-cysteine; S-carboxymethyl-L-cysteine; S-carboxymethylcysteine
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Taurocholic acid,
CC(O)C(=O)O,Lactic acid,(±)-2-hydroxypropanoic acid; 2-Hydroxypropanoic acid; 2-Hydroxypropionic acid; ácido láctico; Acidum lacticum; DL- lactic acid; DL-Lactic Acid; DL-Milchsäure; Lactic acid; Lacticum acidum; Milchsäure; Milk acid; rac-lactic acid; α-hydroxypropanoic acid; α-hydroxypropionic acid
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,Lactose,
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,Estrone sulfate,"Estra-1,3,5 (10)-triene-17-one-3-yl-sulfate; Estrone 3-sulfate; Estrone bisulfate; Estrone hemisulfate; Estrone hydrogen sulfate; Estrone sulphate; Estrone-3-sulphate; Estrone, hydrogen sulfate"
CC1=C(C(=O)Nc2ccccc2)SCCO1,Carboxin,"2,3-Dihydro-5-carboxanilido-6-methyl-1,4-oxathiin; 2,3-Dihydro-6-methyl-1,4-oxathiin-5-carboxanilide; 2,3-Dihydro-6-methyl-5-phenylcarbamoyl-1,4-oxathiin; 5-Carboxanilido-2,3-dihydro-6-methyl-1,4-oxathiin; 5,6-Dihydro-2-methyl-1,4-oxathiin-3-carboxanilide; 5,6-Dihydro-2-methyl-3-carboxanilido-1,4-oxathiin; 5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide; Carbathiin; Carboxine; Oxatin"
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,Benoxaprofen,(±)-benoxaprofen; (1)-2-(4-Chlorophenyl)benzoxazole-5-propionic acid; 2-(4-Chlorophenyl)-alpha-methyl-5-benzoxazoleacetic acid; 2-(4-chlorophenyl)-α-methyl-5-benzoxazoleacetic acid; 2-(p-chlorophenyl)-α-methyl-5-benzoxazoleacetic acid; Benoxaprofen; Benoxaprofene; Benoxaprofeno; Benoxaprofenum; DL-benoxaprofen
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,Oxeladin,2-(2-Diethylaminoethoxy)ethyl 2-ethyl-2-phenylbutyrate; Oxeladin; Oxeladina; Oxeladine; Oxeladinum
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,Thenalidine,1-Methyl-4-amino-N-phenyl-N-(2-thenyl)piperidine; 1-Methyl-4-N-2-thenylanilinopiperidine; Tenalidina; Thenalidine; Thenalidinum; Thenophenopiperidine
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,Rapacuronium,
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,Cyproterone acetate,Cyproterone 17-O-acetate; Cyproterone acetate
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,Roxadustat,Roxadustat; Roxadustatum
C[C@H]1CNCCc2ccc(Cl)cc21,Lorcaserin,Lorcaserin; Lorqess
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,Ximelagatran,ethyl 2-[[(1R)-1-cyclohexyl-2- [(2S)-2-[[4-(N'-hydroxycarbamimidoyl) phenyl]methylcarbamoyl]azetidin-1-yl]- 2-oxo-ethyl]amino]acetate; Ximelagatran; Ximelagatrán; Ximélagatran; Ximelagatranum
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,Clevidipine,Clevidipine; Clevidipine butyrate; Clevidipino
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,Ezogabine,ethyl {2-amino-4-[(4-fluorobenzyl)amino]phenyl}carbamate; Ethyl 2-amino-4-((p-fluorobenzyl)amino)carbanilate; EZG; Ezogabine; N-(2-Amino-4-(4-fluorobenzylamino)-phenyl) carbamic acid ethyl ester; N-(2-Amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester; Retigabina; Retigabine; RTG
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,Ingenol mebutate,3-Angeloylingenol; 3-Ingenyl angelate; Ingenol 3-angelate; Ingenol mebutate; Ingenol mebutato; Ingenoli mebutas; Mébutate d'ingénol; Mebutato de ingenol
OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,Migalastat,1-Deoxygalactonojirimycin; 1-Deoxygalactostatin; Migalastat
[O-][n+]1cccc(C(Cl)=NOC[C@H](O)CN2CCCCC2)c1,Arimoclomol,"3-PYRIDINECARBOXIMIDOYL CHLORIDE, N-((2R)-2-HYDROXY-3-(1-PIPERIDINYL)PROPOXY), 1-OXIDE; Arimoclomol; BRX-220 FREE BASE; N-[(2R)-2-Hydroxy-3-(1-piperidyl)propoxy]pyridine-3-carboximidoyl chloride, 1-oxide"
Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],Silver sulfadiazine,Silver sulfadiazinate; Silver sulfadiazine; Silver sulphadiazine; Sulfadiazine silver; Sulfadiazine silver salt
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ga+3],Gallium nitrate,"Gallium nitrate (anhydrous); Gallium nitrate injection; Nitric acid, gallium salt, anhydrate"
O=P([O-])(O)CN(CCN(CP(=O)([O-])O)CP(=O)(O)O)CP(=O)([O-])O.[153Sm+3],Samarium (153Sm) lexidronam,153SM-EDTMP; Samarium (153 Sm) lexidronam; Samarium (153Sm) lexidronam; Samarium Sm-153 lexidronam; Samarium-153 lexidronam; Samarium-153-EDTMP
II,Iodine,diiodine; I2; Iodine; iodo; Jod; molecular iodine
O.O=O.[O-][Cl+][O-].[O-][Cl+][O-].[O-][Cl+][O-].[O-][Cl+][O-],Tetrachlorodecaoxide,TCDO; Tetrachlorodecaoxygen
NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,Mavorixafor,"1,4-BUTANEDIAMINE, N-(1H-BENZIMIDAZOL-2-YLMETHYL)-N-((8S)-5,6,7,8-TETRAHYDRO-8-QUINOLINYL)-; 1,4-BUTANEDIAMINE, N1-(1H-BENZIMIDAZOL-2-YLMETHYL)-N1-((8S)-5,6,7,8-TETRAHYDRO-8-QUINOLINYL)-; CXCR4 INHIBITOR X4P-001; N1-(1H-BENZIMIDAZOL-2-YLMETHYL)-N1-((S)-5,6,7,8-TETRAHYDROQUINOLIN-8-YL)-BUTANE-1,4-DIAMINE"
CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,Brivaracetam,Brivaracetam
O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1O[Sb]2([O-])(O[Sb]34(O)O[C@H]([C@H](C(=O)[O-])O3)[C@@H]([C@H](O)CO)O4)O[C@H]1[C@@H]([C@H](O)CO)O2.[Na+].[Na+].[Na+],Sodium stibogluconate,Antimony (V) derivative of sodium gluconate; Antimony sodium gluconate; Estibogluconato sodico; Myostibin; Natrii stibogluconas; Sodium stibogluconate; Stibanate; Stibanose; Stibatin; Stibinol; Stibogluconate de sodium
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Levoketoconazole,Levoketoconazole
CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,Obeticholic acid,"(3α,5β,6α,7α)-6-ethyl-3,7-dihydroxycholan-24-oic acid; 6-alpha-ethylchenodeoxycholic acid; 6-ECDCA; 6-Ethyl-CDCA; 6-ethylchenodeoxycholic acid; 6alpha-Ethyl-chenodeoxycholic acid; 6α-ethylchenodeoxycholic acid; Obeticholic acid"
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,Tirbanibulin,Tirbanibulin
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],Pentaerythritol tetranitrate,Corpent; PENT; PENTA; Pentaerithrityl tetranitrate; pentaerithrityli tetranitras; Pentaerythritol tetranitrate; Penthrite; TEN; Tetranitrate de pentaerithrityle; Tetranitrato de pentaeritritilo
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,Tapentadol,"3-[(1R,2R)-3-(Dimethylamino)-1-ethyl-2-methylpropyl]phenol; PHENOL, 3-((1R,2R)-3-(DIMETHYLAMINO)-1-ETHYL-2-METHYLPROPYL)-; Tapentadol"
[Fe+2].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2],Ferumoxytol,Ferumoxytol; Ferumoxytol non-stoichiometric magnetite
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,Lacosamide,"(+)-(2R)-2-(ACETYLAMINO)-N-BENZYL-3-METHOXYPROPANAMIDE; (2R)-2-(Acetylamino)-3-methoxy-N-(phenylmethyl)propanamide; (R)-2-acetamido-N-benzyl-3- methoxypropionamide; (R)-LACOSAMIDE 1; Erlosamide; Harkoseride; Lacosamida; Lacosamide; Propanamide, 2-(acetylamino)-3-methoxy-N-(phenylmethyl)-, (2R)-"
COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,Arzoxifene,Arzoxifene
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,Telavancin,Telavancin; Telavancina; Télavancine; Telavancinum
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Oxymetholone,17β-Hydroxy-2-hydroxymethylidene-17α-methyl-3-androstanone; Oximetolona; Oxymetholon; Oxymétholone; Oxymetholone; Oxymetholonum
NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,Armodafinil,(–)-2-[(R)-(diphenylmethyl)sulfinyl]acetamide; (−)-(R)-modafinil; (−)-modafinil; (R)-(−)-modafinil; (R)-modafinil; Armodafinil; Armodafinilo; Armodafinilum; R-modafinil
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,Ceftaroline fosamil,"(6R,7R)-7-[(2Z)-2-ethoxyimino-2-[5-(phosphonoamino)-1,2,4-thiadiazol-3-yl]acetyl]amino]-3-[4-(1-methylpyridin-1-ium-4-yl)-1,3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate; Ceftarolina fosamilo; Ceftaroline; Ceftaroline fosamil; Ceftarolinum fosamilum"
CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,Isavuconazonium,Isavuconazonium
CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,Ethanolamine oleate,Ethamolin; Ethanolamine oleate; Monoethanolamine oleate; Monoethanolamini oleas; Oldamin; Oleate de monoethanolamine; Oleato de monoetanolaminio
[N-]=[N+]=O,Nitrous oxide,Dinitrogen oxide; N2O; Nitrious oxide; Nitrous oxide; óxido nitroso
CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,Dabigatran etexilate,Dabigatran etexilate
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,Dexmethylphenidate,(+)-threo-methylphenidate; d-threo-methylphenidate; D-TMP; Dexmethylphenidate; Dexméthylphénidate; Dexmethylphenidatum; Dexmetilfenidato; methyl (R)-phenyl[(R)-piperidin-2-yl]acetate
O=C([O-])CN(CCN(CC(=O)[O-])C[C@H](COP(=O)([O-])OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3].[Na+].[Na+].[Na+],Gadofosveset trisodium,Gadofosveset
CNC(C)CCC=C(C)C,Isometheptene,Isometepteno; Isometheptene; Isometheptenum
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Methyltestosterone,17-beta-Hydroxy-17-methylandrost-4-en-3-one; 17-methyltestosterone; 17alpha-Methyl-3-oxo-4-androsten-17beta-ol; 17alpha-Methyltestosterone; 17beta-Hydroxy-17-methylandrost-4-en-3-one; 17α-methyl-Δ4-androsten-17β-ol-3-one; 17α-methyltestosterone; 4-Androstene-17alpha-methyl-17beta-ol-3-one; Methyltestosterone; Methyltestosteronum; Metiltestosterona
[I-].[K+],Potassium Iodide,Kaliumiodid; KI; Potasio ioduro; Potassium Iodide
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,Fospropofol,Fospropofol
C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Fosaprepitant,Fosaprépitant; Fosaprepitant; Fosaprepitantum
C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Stanozolol,Androstanazol; Androstanazole; Estanozolol; Stanozolol
[Al+3].[OH-].[OH-].[OH-],Aluminum hydroxide,"Aluminio hidróxido; Aluminium hydroxide; Aluminium hydroxide gel, dried; Aluminium hydroxide, dried; Aluminum hydroxide; Aluminum hydroxide gel, dried; Aluminum hydroxide, dried; Dried aluminium hydroxide; Dried aluminum hydroxide gel"
O=C([O-])[O-].[Ca+2],Calcium carbonate,Calcio carbonato; Calcium carbonate; Calcium carbonate (1:1); Calciumcarbonat; Carbonate de calcium; Carbonato de calcio; Carbonic acid calcium salt (1:1); Chalk; Kalziumkarbonat; Kohlensaurer kalk; Precipitated calcium carbonate
O=P(O)(O)OCC(Cl)(Cl)Cl,Triclofos,Triclofos
[Mn+2],Manganese cation,"MANGANESE CATION (2+); MANGANESE CATION (MN2+); MANGANESE DICATION; MANGANESE ION(2+); MANGANESE, ION (MN2+); MANGANESE(2+); MANGANESE(II); MANGANESE(II) ION; MANGANOUS CATION"
[Cl-].[NH4+],Ammonium chloride,Ammonium chloride; Ammoniumchlorid; Chlorammonic; Chlorid ammonia
OCc1ccccc1,Benzyl alcohol,(hydroxymethyl)benzene; Alcoholum benzylicum; Alcool benzylique; Alcoolbenzylique; alpha-Hydroxytoluene; Aromatic alcohol; Bentalol; Benzalalcohol; Benzalcohol; Benzenecarbinol; Benzenemethanol; Benzoyl alcohol; Benzyl alcohol; Benzylalkohol; Benzylic alcohol; Hydroxymethylbenzene; Phenylcarbinol; Phenylmethanol; Phenylmethyl alcohol; α-toluenol
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,Carglumic acid,(2S)-2-(carbamoylamino)pentanedioic acid; (S)-2-ureidopentanedioic acid; Acide carglumique; ácido carglúmico; Acidum carglumicum; Carbamino-L-glutamic acid; Carbamylglutamic acid; Carglumic acid; L-N-Carbamoylglutamic acid; N-Carbamoyl-L-Glutamic Acid; N-Carbamyl-L-glutamate; N-Carbamylglutamate; Ureidoglutaric acid
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Chenodeoxycholic acid,"3alpha,7alpha-Dihydroxy-5beta-cholanic acid; 7α-hydroxylithocholic acid; Acide chenodeoxycholique; Acido chenodeoxicholico; Acidum chenodeoxycholicum; Anthropodeoxycholic acid; Anthropodesoxycholic acid; CDCA; Chenic acid; Chenocholic acid; Chenodeoxycholate; Chenodeoxycholic acid; Chenodesoxycholic acid; Chenodiol; Gallodesoxycholic acid"
O=S(=O)([O-])[O-].[Cu+2],Cupric sulfate,"Copper monosulfate; Copper monosulphate; Copper sulfate; Copper sulfate (1:1); Copper sulphate; Copper(2+) sulfate; Copper(II) sulphate; Cupric sulfate anhydrous; Cupric sulfate, anhydrous; Cupric sulphate anhydrous; Cupric sulphate, anhydrous"
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Desoxycorticosterone acetate,11-deoxycorticosterone acetate; Deoxycorticosterone acetate; Desoxycorticosterone acetate; Desoxycorticosterone-21-acetate; Desoxycortone acetate; DOCA
