,PC1,PC2,PC3,cluster,MoA
Ezetimibe,-1.755075617113323,-4.51170036184459,-0.7898367712941219,3,cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist
Ezogabine,3.0948917351211893,1.233009138702446,-2.3683579667355352,3,
Famciclovir,-7.311443386731545,0.3681225927472886,6.981313598068694,1,DNA polymerase inhibitor
Famotidine,-5.680247053054815,2.057043183501873,2.597879205046239,3,histamine receptor antagonist
Favipiravir,3.4057661431075803,7.588337887182364,7.868854454026026,4,RNA polymerase inhibitor
Febuxostat,0.11649011094757739,1.085406816930323,6.261500539914965,3,xanthine oxidase inhibitor
Fedratinib,3.358018070221981,0.6123351251528322,-3.9324797100136206,3,FLT3 inhibitor|JAK inhibitor
Felbamate,1.8028573474189136,2.9898453289616316,6.311387634730491,3,glutamate receptor antagonist
Felodipine,7.731327091942575,7.617682664332459,2.4618563255141805,4,calcium channel blocker
Fenbufen,-5.307789976709213,-3.9161772488997686,0.94741327872055,1,cyclooxygenase inhibitor
Fenfluramine,3.088122836688384,4.005427149095338,3.779490846366971,3,membrane permeability inhibitor
Fenofibrate,-6.809935655084571,-2.298044647368893,2.967132120171213,1,PPAR receptor agonist
Fenofibric acid,-4.736498508505141,-4.594936378343705,3.0304785270075802,1,cytochrome P450 inhibitor
Fenoldopam,-9.164844504019037,-8.097527129056573,-3.6260950187360357,1,dopamine receptor agonist
Fenoprofen,3.8336287472460953,5.318166108341011,10.779291821206607,3,prostaglandin inhibitor
Fenoterol,5.734133590598316,-1.7185126227663317,-0.3627819840248685,0,adrenergic receptor agonist
Fenpropidin,8.982234084452802,-9.327815515718289,-4.559193029260826,0,
Fentanyl,2.0282469069770714,1.3824191209177559,-1.4367812780323503,3,
Ferric ammonium citrate,-2.777290664036629,-6.276471255966075,-0.19826766406340807,3,
Ferric cation,11.937820887816066,-1.8901631547548283,3.2800191640690497,0,
Ferric chloride,10.46986108499574,-3.8301214444220903,0.749618575106989,0,
Ferric derisomaltose,-6.742306661442398,-0.6213287681568038,1.067528210348434,1,
Ferric glycerophosphate,-10.493417148143328,-5.477253815852473,-0.11536590764634232,1,
Ferric maltol,9.636917515947289,-9.018243368142487,-0.6412195563952227,0,
Ferric pyrophosphate citrate,-1.9711821451419693,-1.2339278025482652,1.0890342838579496,3,
Ferric sulfate,11.191609133817511,1.2939988302795191,2.1145236017566957,0,
Ferrous ascorbate,-6.0943947437760855,-5.457576092824193,-3.1138711108307255,1,
Ferrous bisglycinate,7.752909528372159,0.9981811251593302,7.299278675083891,3,
Ferrous cysteine glycinate,-11.048971001630104,-6.7279486317252575,-2.871053637714534,1,
Ferrous fumarate,12.072724483195248,8.645839278303924,-6.804900745546559,4,
Ferrous gluconate,3.575762712346346,0.08541605249248621,-4.821384489155911,3,
Ferrous glycine sulfate,6.097905030108632,2.3008613553452615,8.125962833702125,3,
Ferrous succinate,14.764512616922234,3.730409324183772,0.9972805033323126,0,
Ferrous sulfate anhydrous,10.32919617695028,6.036616817523188,0.751188643098482,4,
Ferumoxytol,4.910075426055008,0.8606849503211794,2.933902076307997,3,
Fesoterodine,-3.1779483623643534,0.7390421279868726,-1.4261010454680576,3,acetylcholine receptor antagonist
Fexinidazole,-15.83991584508924,-3.141732186171642,1.1864435274764125,1,
Fexofenadine,5.702947462776635,-2.6065018674926006,-5.622958064843382,0,histamine receptor antagonist
Fezolinetant,17.968908345656846,-3.4464340090256487,-2.245679750178921,0,neurokinin receptor antagonist
Fidaxomicin,-15.506889181557913,5.351394207822,-3.0040853909800402,2,RNA polymerase inhibitor
Filgotinib,-0.5769885982424127,-3.301905762891177,0.02281279008095607,3,JAK inhibitor
Finafloxacin,2.1248619556449366,1.4142043354759408,1.488951884953264,3,bacterial DNA gyrase inhibitor
Finasteride,-1.5526789288446703,1.098715244961359,4.341729057698423,3,5 alpha reductase inhibitor
Finerenone,-1.3311929661059563,7.0797074743077415,-0.3518636432436809,4,
Fingolimod,24.05830244773194,2.223501514222406,-7.901636000024523,0,immunosuppressant|sphingosine 1-phosphate receptor agonist
Flavin adenine dinucleotide,-12.635277550785379,-2.4714829867808974,-0.6632319699824566,1,
Flavin mononucleotide,-7.330760991182607,-3.0896237600289718,1.9785966223976101,1,
Flavone,1.052022040064184,-4.697723492411377,-5.630565612798402,3,
Flavoxate,-9.656450417427662,-3.906220341051865,0.3214528208122602,1,acetylcholine receptor antagonist
Flecainide,11.003308470974108,7.3090601236603865,-0.5165192028546141,4,sodium channel blocker
Flibanserin,4.059678744870836,1.5292218633449883,2.188267293918395,3,serotonin receptor agonist
Floctafenine,4.063179767058616,-3.0160239744073998,3.1183316587396077,3,cyclooxygenase inhibitor
Florbetaben F-18,-3.120371708379588,-3.557320221877462,-3.6492885202041894,1,
Florbetapir F-18,-10.35710663422694,-1.9172639047561237,-2.59956354464809,1,
Flortaucipir F-18,7.346780640763246,-3.752790479724801,-5.383774220236109,0,
Flosequinan,14.102985011025348,-1.6782305511249456,-6.604638579476259,0,phosphodiesterase inhibitor
Flotufolastat F-18,-8.818554290501348,1.1200664452694848,2.4925717122402955,1,
Floxuridine,3.6205478785599836,-6.478345724944874,1.4816490766002328,3,DNA synthesis inhibitor
Fluciclovine (18F),8.154061685319169,-1.4501531830231824,-2.258387346163989,0,
Fluclorolone acetonide,-9.062138517530785,-2.1389242659108487,1.0202693597510337,1,glucocorticoid receptor agonist
Flucloxacillin,-10.59393458143413,-2.7795545318077233,0.5052773363578877,1,bacterial cell wall synthesis inhibitor
Fluconazole,1.8444229587987981,6.134803997491491,4.914624255713855,4,sterol demethylase inhibitor
Flucytosine,-4.079956020580809,0.37684142605389226,1.7667630913532868,3,other antifungal
Fludarabine,5.365453285124917,-7.801918275051643,-0.3783224363955042,0,ribonucleotide reductase inhibitor
Fludeoxyglucose (18F),7.354908687561772,0.1431704550119132,-8.592200728920634,0,
Fludrocortisone,-7.719913232914873,-3.3263416236500727,1.3954496634057567,1,glucocorticoid receptor agonist
Flufenamic acid,-9.875016729974368,-2.169574189438605,-0.2950847204989952,1,chloride channel blocker
Fluindione,11.106124112178922,-4.417024009385369,-1.504527014407697,0,
Flumazenil,-3.354541793754227,-3.6790740460712934,0.18820122742707307,3,benzodiazepine receptor antagonist
Flumethasone,-1.139701206925347,-4.085787185639307,1.4657954763950798,3,glucocorticoid receptor agonist
Flunarizine,6.355278991435318,0.09978691706439595,-1.6499178502646932,0,calcium channel blocker
Flunisolide,5.192015218647021,-1.1266499992445376,3.2501434373466926,3,cytochrome P450 inhibitor
Flunitrazepam,1.0405553765200477,2.203402205661395,-4.12143103540393,3,
Fluocinolone acetonide,-10.76877133554418,-2.034648100375951,1.8401236588225882,1,glucocorticoid receptor agonist
Fluocinonide,-8.321272275543368,-2.8465226311678666,3.0168530896614016,1,glucocorticoid receptor agonist
Fluocortolone,-1.187828620702361,-0.8288219426460598,2.853694566958655,3,
Fluorescein,0.49937683752111073,-0.28351129443520406,0.903099215115989,3,
Fluoride ion,8.529759814961277,-2.106846207957417,7.942164519873041,0,
Fluoride ion F-18,8.529759814961277,-2.106846207957417,7.942164519873041,0,
Fluorodopa (18F),-6.329431712110982,-4.721374942761925,-2.5001003842310303,1,
Fluoroestradiol F-18,7.566383275809163,11.357921813103049,-5.6127684151602955,4,
Fluorometholone,-9.80165909354298,-1.9677943973264542,0.026026961439535527,1,glucocorticoid receptor agonist
Fluorouracil,3.779252974921163,-5.29947636526657,-0.37506178944699275,3,thymidylate synthase inhibitor
Fluoxetine,1.9206191013949678,-1.151806845506628,-1.0836771084202004,3,selective serotonin reuptake inhibitor (SSRI)
Fluoxymesterone,-8.234869982739822,-0.9659244640932403,2.486616588434853,1,
Flupentixol,-5.001433211796149,-2.934952266586237,-3.731619247497296,1,dopamine receptor antagonist
Fluphenazine,-7.87980769846008,-2.921608982867204,-3.1210697057938233,1,dopamine receptor antagonist
Fluprednisolone,6.499206457708176,0.3501585414079821,4.621492483516222,3,glucocorticoid receptor agonist
Flurandrenolide,-5.227272516257456,-0.7643238670961641,4.218329156202243,3,glucocorticoid receptor agonist
Flurazepam,4.428546166888808,1.6973047770831446,4.132970073995533,3,
Flurbiprofen,2.4422053515139552,0.923915174571666,5.088713336992985,3,cyclooxygenase inhibitor
Fluspirilene,6.0750082583957665,1.8410878913679922,-2.9846005348399145,4,dopamine receptor antagonist
Flutamide,16.066984233423046,7.684352133963698,-6.35853509769233,4,androgen receptor antagonist
Flutemetamol (18F),5.14199915306232,-1.5199003240410809,-5.445742467315637,0,
Fluticasone,-3.2360440307581513,-4.304341613506809,0.8657924969777044,3,
Fluticasone furoate,-3.549686401153037,-2.8685110043767765,1.3068168955528674,3,glucocorticoid receptor agonist
Fluticasone propionate,-5.369758718676821,-4.12251609936389,0.008710778373333755,1,glucocorticoid receptor agonist
Fluvastatin,4.447171473623696,-5.904242918392748,-4.723926725931864,0,HMGCR inhibitor
Fluvoxamine,-15.344087231643716,11.339090166903874,-4.285158705374049,2,selective serotonin reuptake inhibitor (SSRI)
Folic acid,-8.21035248181883,11.606247438959802,-2.1091661640715573,2,folate receptor ligand
Fomepizole,-13.697199546309285,10.643553071016983,-1.949835888051332,2,alcohol dehydrogenase inhibitor
Fondaparinux,1.1710878354243541,-0.21790149635210895,0.10269098339580669,3,coagulation factor inhibitor
Formaldehyde,9.371574120513003,-8.522981085478591,0.6898198284408423,0,
Formestane,0.6161937674111972,-4.45678314618118,-3.8115965814335606,3,aromatase inhibitor
Formoterol,4.182687593038596,1.24531553219876,3.05720782288519,3,adrenergic receptor agonist
Fosamprenavir,-9.177023327074547,-6.875223676231352,-4.45043904412311,1,HIV protease inhibitor
Fosaprepitant,-3.995076198368875,-3.8514595184713656,-1.9717295195321631,1,tachykinin antagonist
Foscarbidopa,-4.915339915768984,-0.4496737022003917,2.5712020414235064,3,aromatic L-amino acid decarboxylase inhibitor
Foscarnet,1.6398604651297444,-0.2093219649165763,5.371576509474863,3,DNA polymerase inhibitor
Fosdenopterin,-0.08972150290624763,-3.2037025300355273,4.496697604789028,3,
Fosfomycin,5.935925680766738,-0.8538039009332523,2.447442558351703,3,bacterial cell wall synthesis inhibitor
Fosinopril,2.0698563945011856,2.875572104371162,3.439186944420209,3,angiotensin converting enzyme inhibitor
Foslevodopa,-11.948285449245544,-6.324290231661188,-3.1620989215410042,1,dopamine precursor
Fosnetupitant,-2.063535341191265,-1.518511961498213,5.62674434875384,3,tachykinin antagonist
Fosphenytoin,3.3894666324049405,-1.5951588745917478,-0.9277268692905087,3,hydantoin antiepileptic
Fospropofol,4.543336214856356,0.934509396397527,2.5654041065584985,3,benzodiazepine receptor agonist
Fostamatinib,3.0659119768985814,-5.929167890580561,-5.036410124889457,3,SYK inhibitor
Fostemsavir,-7.124103350518402,-1.9189610171709,1.2072621162382229,1,antiviral
Framycetin,-13.938730377863834,-1.102163892219604,1.6917968231352993,1,
Frovatriptan,9.001176653438975,5.067519118070187,5.663323498545164,4,serotonin receptor agonist
Fructose,-3.3051851546899305,13.168730474999252,-3.948400195613449,2,fructose diphosphate stimulant
Fruquintinib,7.522837118633875,-2.9662912798278973,-4.614608839605634,0,VEGFR inhibitor
Fulvestrant,-15.365029541181377,1.1590107541972798,-2.783299174261753,1,estrogen receptor antagonist
Furosemide,-13.801193391730422,-2.443067888389118,0.6862659468974789,1,diuretic
Fursultiamine,0.548159309847436,1.2637996304671129,2.980413580685806,3,vitamin B
Fusafungine,18.778710751037952,-1.1989033569465315,-7.280504094207729,0,
Fusidic acid,7.134211132557098,-6.881017623241362,2.381703527438645,0,bacterial 30S ribosomal subunit inhibitor
Futibatinib,-0.9441788438380265,7.12040620177968,-3.2733778331524377,4,FGFR inhibitor
Gabapentin,4.30679517367756,1.9490872904747967,8.441047578424227,3,calcium channel blocker
Gabapentin enacarbil,3.75195900493418,1.8700894857716395,4.4594835041686425,3,adrenergic receptor agonist
Gadobenic acid,-17.01194191904332,-6.844195996073346,-3.620592821932958,1,
Gadobutrol,-9.728181244779197,-3.222786094940127,0.24219282692673924,1,radiopaque medium
Gadodiamide,0.5649228053471272,8.458889946946519,0.933928519985083,4,radiopaque medium
Gadofosveset trisodium,-16.226748547504368,-3.619144269340825,-3.4209503131097856,1,
Gadolinium,8.456118335344433,-2.100749317775331,6.789833928938502,0,
Gadopentetic acid,-16.21211305593609,-4.387824083603025,-2.062323098987291,1,contrast agent
Gadopiclenol,4.72114971680116,2.737990754209823,6.320442571026099,3,
Gadoteric acid,3.7095727143928063,-1.1514763740167917,3.9161653985460467,3,contrast agent
Gadoteridol,16.05509006340289,-3.2290001343991435,-6.6024428625906975,0,radiopaque medium
Gadoversetamide,-6.7919152902665285,-3.918874490641568,2.450194585144343,1,
Gadoxetic acid,-2.8396476416793095,-0.3429522341866132,4.597184948815732,3,contrast agent
Galactose,4.152121626090975,-4.750292583119538,0.8389317884510993,3,
Galantamine,-9.020418511709677,-1.7208650081165513,-0.7350355294561407,1,acetylcholinesterase inhibitor
Gallamine triethiodide,-6.957883037889192,-0.9645104767339897,2.890062222492691,1,acetylcholine receptor antagonist
Gallium Ga-68 gozetotide,-10.404811282957528,-3.2259059192646022,3.1141630153645568,1,
Gallium chloride Ga-67,12.273812654048951,-2.9108326424288107,4.547781249834904,0,
Gallium citrate Ga-67,1.049820130410781,-1.5497042448175624,6.5561962661293025,3,
Gallium nitrate,3.6605672657078174,2.6693368386293392,-2.7528707639933865,4,
Gallium-68 PSMA,-17.002315881081508,-3.682121296970394,-2.929988854650099,1,
Gamolenic acid,-8.353634755171834,-6.234089448722149,0.16162640740451717,1,cyclooxygenase inhibitor|prostanoid receptor agonist
Ganaxolone,-17.346500938509426,8.824109829100824,-5.416273502659661,2,GABA receptor modulator
Ganciclovir,6.462225145301043,4.355078158075087,3.52798232939462,4,DNA polymerase inhibitor
Ganirelix,-13.964544197138466,4.8875412563156315,-4.694341280393152,2,
Gatifloxacin,-2.7883466886352952,-1.1562411658716614,-2.0268262517030013,3,bacterial DNA gyrase inhibitor
Gaxilose,-10.823400601036443,8.719666088937078,-4.7012155931577455,2,
Gefapixant,10.737199180087698,8.662080755486228,-3.678818572454181,4,purinergic receptor antagonist
Gefitinib,17.231066453409984,3.6502993403813555,-0.8651998126098839,0,EGFR inhibitor
Gemcitabine,18.632150344805975,-2.997074418311783,-3.7192892446206236,0,ribonucleotide reductase inhibitor
Gemeprost,5.604896819768175,-9.447493592078137,-5.1876090882135,0,
Gemfibrozil,3.875571943338078,7.111107555741107,-5.648884431472038,4,lipoprotein lipase activator
Gemifloxacin,-17.319316171740144,7.371384649073474,-2.839528052040212,2,bacterial DNA gyrase inhibitor
Gentamicin,-13.171751608861225,-2.884115039011577,0.20187168808732303,1,bacterial 50S ribosomal subunit inhibitor
Gentian violet cation,13.027515443203129,4.1727076868667,0.04395270361674951,0,
Gepirone,0.013265208803519805,1.0725361688931994,2.1564666478879313,3,
Geraniol,-11.345301217700582,-8.282778632474102,-2.835675002088553,1,
Gestonorone caproate,7.106769749031363,-3.2455063516441975,3.985086294960538,0,
Gestrinone,-4.348655464751083,-5.39723828011883,3.8946647583706127,3,progesterone receptor antagonist
Gilteritinib,14.40065112008122,2.0373823539713256,-5.558459702619859,0,FLT3 inhibitor
Gimeracil,8.143992326597836,4.427661354265326,-4.6334580393303675,4,dihydropyrimidine dehydrogenase inhibitor
Givinostat,10.643930145567978,-3.5138736632411938,-3.5510626384099147,0,HDAC inhibitor
Glasdegib,-20.00324928162709,8.943567384444377,-3.516123069393886,2,hedgehog pathway inhibitor
Glecaprevir,-13.55889022732571,0.04134076184918085,-0.9115672558561301,1,serine protease inhibitor
Gliclazide,-0.36498259237169395,4.303119685212228,4.843402874321271,3,ATP channel blocker|insulin secretagogue
Glimepiride,0.7239221590194214,10.436380571066417,-3.825014566340793,4,insulin secretagogue
Glipizide,3.8395047032788434,3.465605256115923,-0.0033004887493400716,4,sulfonylurea
Gliquidone,2.3848256732336424,-4.907116192729235,1.281904780110669,3,sulfonylurea
Gluconic Acid,-0.4398321493736481,-1.5685660822810819,-3.1186018778120403,3,
Gluconolactone,7.345905268331418,-0.5868908627856566,0.04449815668038308,0,
Glucosamine,-6.002652530639875,0.28733527729154495,5.158574495169331,3,glycosylated protein precursor
Glutamic acid,3.7798731583661977,5.037450638168381,-2.608442889938615,4,glutamate receptor agonist
Glutathione,1.1705684312180498,4.105000386211149,-1.7884307715579324,4,antioxidant
Glutathione disulfide,-1.917636886225803,3.7841760752314673,-2.333984700786492,3,
Glutethimide,0.878616899909418,-2.9441805532541343,2.289840667089137,3,glucocorticoid receptor antagonist
Glyburide,12.016358499087382,4.521857465399959,-2.4919012997645793,4,ATP channel blocker|insulin secretagogue|sulfonylurea
Glycerin,-12.021405127190963,-6.629826656868856,-1.520787366112376,1,tumor necrosis factor release inhibitor
